token,log_name,subset,heading_change_deg,connector_turn_type,ego_speed_t0,expert_stopped_t0,n_moving_vehicles_30m,lane_change,reentry_from_stop,near_pudo_t0,lateral_offset_t0
1e92a7ac3d645cdd,2021.06.28.16.29.11_veh-38_03263_03766,merging,0.05799186860303741,STRAIGHT,6.112410545349121,False,4,True,False,False,0.021426676173854277
86c5b7af4b47513d,2021.09.16.19.12.04_veh-42_01221_01380,merging,11.989303739958117,,0.0014343771617859602,True,2,False,True,False,3.1101594020084087
1090e431ffef512f,2021.05.25.14.24.08_veh-25_00934_01067,merging,3.73874925372095,STRAIGHT,11.64305591583252,False,3,True,False,False,0.27321110326797104
5517642e588e59d0,2021.06.28.18.03.27_veh-14_00620_01581,merging,18.935421412053127,,2.3330655097961426,False,1,True,False,False,1.033831817708307
4d4ed59397825822,2021.06.03.13.55.17_veh-35_02866_03582,merging,18.902842599722273,LEFT,1.7485023736953735,False,5,True,False,False,0.22427643969770045
68ece717ce6553e7,2021.05.25.14.24.08_veh-25_04059_04203,unprotected_crossing,0.8688724112253796,STRAIGHT,0.06609032303094864,True,3,False,False,False,0.2668698227093443
a1ff2db262ab5db7,2021.06.28.21.16.05_veh-14_00957_01198,unprotected_crossing,16.68579132612991,RIGHT,0.009567317552864552,True,2,False,False,False,0.15935040011198648
85ab290d4e535060,2021.09.16.19.27.01_veh-45_01749_03230,unprotected_crossing,0.5651640031589041,LEFT,0.06252556294202805,True,5,False,False,False,0.169278204192806
d44e6abed19b5ba5,2021.05.25.14.16.10_veh-35_01100_01664,unprotected_crossing,0.37894482772772703,STRAIGHT,0.05852372199296951,True,8,False,False,False,0.1262145787023148
26ffff4876f75eed,2021.09.16.17.40.09_veh-45_02539_02745,unprotected_crossing,17.567564644483593,RIGHT,0.07257212698459625,True,1,False,False,False,0.34296941091890026
dc8fc926ef0451f1,2021.05.25.14.16.10_veh-35_01690_02183,unprotected_crossing,2.2649486629679316,LEFT,0.0005166795453988016,True,1,False,False,False,0.06619301209371985
8390620a5e745bfa,2021.06.28.18.03.27_veh-14_00620_01581,unprotected_crossing,1.6994651092961666,STRAIGHT,0.3819013833999634,True,3,False,False,False,0.3124113651295112
9e1761b29988514c,2021.06.28.18.03.27_veh-14_00620_01581,unprotected_crossing,5.55435691779677,RIGHT,0.12724991142749786,True,3,False,False,False,0.3221359016623196
b09d0393d8095685,2021.09.29.18.19.40_veh-28_00438_00833,unprotected_crossing,0.11188696036227282,LEFT,0.09149984270334244,True,3,False,False,False,0.20091524410547162
f638ae3f35d25d55,2021.09.29.18.19.40_veh-28_00438_00833,unprotected_crossing,0.296040638580647,RIGHT,0.054923996329307556,True,6,False,False,False,0.3281812123946026
83d03e995ce55e9b,2021.09.16.19.49.00_veh-42_00990_01609,unprotected_crossing,27.170103660928948,RIGHT,0.004194427281618118,True,5,False,False,False,0.7945675214761858
b6a62a2356885962,2021.06.03.13.55.17_veh-35_02866_03582,unprotected_crossing,0.15960168389842955,STRAIGHT,0.32092204689979553,True,6,False,False,False,0.272644733386613
9fe07284cb3f5e0a,2021.09.29.18.19.40_veh-28_00438_00833,unprotected_crossing,0.21351413761472737,LEFT,0.37945321202278137,True,3,False,False,False,0.19739334380030976
2e8d3c1cd8b15c97,2021.05.25.15.59.03_veh-30_04027_04200,unprotected_crossing,0.036257707417579145,STRAIGHT,0.0053663430735468864,True,1,False,False,False,0.1168917793843796
64bb182ef4035065,2021.09.16.19.12.04_veh-42_01438_01677,unprotected_crossing,1.501937181379994,RIGHT,0.42626404762268066,True,1,False,False,False,0.3091153961814897
db5d96563dcb5427,2021.09.16.19.27.01_veh-45_01749_03230,unprotected_crossing,4.281879153365928,STRAIGHT,0.03553246334195137,True,5,False,False,False,0.5636047360433856
310ef687176e5160,2021.06.28.20.24.43_veh-38_03385_04952,unprotected_crossing,0.6150405833387586,RIGHT,0.27870452404022217,True,9,False,False,False,0.2671870070838279
017514eaeeef5716,2021.09.16.19.49.00_veh-42_00990_01609,unprotected_crossing,1.7621956659124232,RIGHT,0.1545739322900772,True,2,False,False,False,0.6861609719944876
5f70e91ff9d250f5,2021.09.16.16.20.27_veh-08_02435_02525,unprotected_crossing,22.122994489243357,LEFT,0.36094051599502563,True,2,False,False,False,0.20463603753480372
ec8a3deaeb1a53ac,2021.05.25.14.24.08_veh-25_04059_04203,unprotected_crossing,0.39119601302230794,STRAIGHT,0.009361155331134796,True,3,False,False,False,0.2687841299951358
