token,log_name,map_name,heading_change_deg,ego_speed_t0,ego_speed_t4,expert_progress_m,expert_stopped_t0,expert_start_delay_s,passes_lane_connector,connector_has_traffic_light,connector_turn_type,unprotected_turn,lane_id_t0,lane_id_t4,same_roadblock,lane_change,target_lane_vehicles_30m,unprotected_crossing,near_pudo_t0,lateral_offset_t0,reentry_from_stop,merging,n_vehicles_30m,n_moving_vehicles_30m
e5224fa3a0f95b04,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,49.91331924788319,2.443516492843628,4.7909440994262695,14.252494513221656,False,0.0,True,True,LEFT,False,48634,48634,True,False,0,False,False,0.8684961654006486,False,False,0,0
3d43337c0e6b5910,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,47.487768966356406,2.746419906616211,5.052364826202393,15.382505967478094,False,0.0,True,True,LEFT,False,48634,48883,False,False,0,False,False,0.9058314861607046,False,False,0,0
9e787f2f65a85f08,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,43.223382440263926,3.064044237136841,5.282499313354492,16.46296558476175,False,0.0,True,True,LEFT,False,48634,52040,False,False,0,False,False,0.9543276589428594,False,False,0,0
cd59c2696d01521a,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,38.80436228780592,3.3677284717559814,5.507069110870361,17.49335515748027,False,0.0,True,True,LEFT,False,48634,52040,False,False,0,False,False,1.010401948063207,False,False,0,0
731f133ce3055d30,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,33.674783302549045,3.662135601043701,5.730859279632568,18.488378932350205,False,0.0,True,True,LEFT,False,48634,52040,False,False,0,False,False,1.0433915938849045,False,False,0,0
0d63314a528159c9,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,27.273152291648447,3.9358386993408203,5.961184024810791,19.470098184180472,False,0.0,True,True,LEFT,False,48634,52040,False,False,0,False,False,1.0184841556954554,False,False,0,0
b80d3fb49fc858d1,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,20.27628678417462,4.2201337814331055,6.161279678344727,20.423798053760436,False,0.0,False,,,False,48634,52040,False,False,0,False,False,0.9642923266922484,False,False,0,0
b7215e8a4eb6552a,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,13.319538238570676,4.4999165534973145,6.3532633781433105,21.331557705222952,False,0.0,False,,,False,48634,52040,False,False,0,False,False,0.8627607941212224,False,False,0,0
5c5a8066ceae51bc,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.547120720339474,8.037347793579102,8.789997100830078,32.488492262828906,False,0.0,False,,,False,52498,52055,True,True,1,False,False,1.1726577684112949,False,True,1,0
ddf3383ec8965d9b,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,4.285247700340531,8.131959915161133,8.824748992919922,32.83362112924054,False,0.0,False,,,False,52498,52055,True,True,1,False,False,1.389162431232518,False,True,1,0
c052667192cb5ade,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,4.993057398657895,8.226343154907227,8.876166343688965,33.15876419278613,False,0.0,False,,,False,52055,52055,True,False,1,False,False,1.5994229239450304,False,False,1,0
0e2ed241aa315929,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,5.3592390764790485,8.326416015625,8.971901893615723,33.468045526839724,False,0.0,False,,,False,52055,52055,True,False,0,False,False,1.3778741529426703,False,False,1,0
3e5b0593a3e75d29,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,5.536461441824706,8.404020309448242,9.041789054870605,33.78533438499227,False,0.0,False,,,False,52055,52055,True,False,0,False,False,1.1359361441923281,False,False,1,0
1ebc11a17d925215,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,5.4117807060920295,8.495648384094238,9.138081550598145,34.126736132141104,False,0.0,False,,,False,52055,52055,True,False,0,False,False,0.8957512141544431,False,False,1,0
6a13232f3c97575a,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,4.950177598934919,8.596333503723145,9.192952156066895,34.43710142806255,False,0.0,False,,,False,52055,52055,True,False,0,False,False,0.675754121051284,False,False,1,0
b5d72ce63e11581b,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,4.50464942899829,8.695365905761719,9.223652839660645,34.715125539594275,False,0.0,False,,,False,52055,52055,True,False,0,False,False,0.5112569482758303,False,False,1,0
8df9b515d98e5c38,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,4.0161224899981,8.789997100830078,9.114635467529297,34.93521754005022,False,0.0,False,,,False,52055,52055,True,False,0,False,False,0.3760616671467386,False,False,1,0
3eb063189dd15649,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.4942452865364797,8.824748992919922,8.933472633361816,35.03770307789717,False,0.0,False,,,False,52055,52055,True,False,0,False,False,0.26379352467836437,False,False,1,0
11aef9f936f45518,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.0192288633864184,8.876166343688965,8.739337921142578,35.02969733074944,False,0.0,False,,,False,52055,52055,True,False,0,False,False,0.1831308753913331,False,False,1,0
be851166b6665891,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,2.7834683328681797,8.971901893615723,8.616533279418945,34.88480779303744,False,0.0,False,,,False,52055,52055,True,False,0,False,False,0.12612923665255724,False,False,1,0
869ee63671f65126,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,2.6383749377926002,9.041789054870605,8.617270469665527,34.66622389133738,False,0.0,False,,,False,52055,53735,False,False,0,False,False,0.1398191819714438,False,False,1,0
d67eda0cf1305a71,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,2.3610455364215035,9.138081550598145,8.617996215820312,34.39264704271328,False,0.0,True,False,LEFT,False,52055,53330,False,False,0,False,False,0.058254972789238114,False,False,1,0
013ec5b715635a66,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,1.095833467515986,8.933472633361816,8.731252670288086,33.4892390347693,False,0.0,True,False,LEFT,False,52055,53330,False,False,0,False,False,0.07574666401864351,False,False,1,1
84b38cdaa93e5dcd,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,1.0715913035680065,8.739337921142578,8.714027404785156,33.43866344519434,False,0.0,True,False,LEFT,False,52055,53330,False,False,0,False,False,0.11391335046535392,False,False,1,1
67fee242b1a35834,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,1.381495979813022,8.616533279418945,8.68716049194336,33.4814875712853,False,0.0,True,False,LEFT,False,52055,52241,False,False,0,False,False,0.18576963371558383,False,False,1,1
b4899f9464d058f2,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,2.2789268380365297,8.617996215820312,8.532756805419922,33.54076116250927,False,0.0,True,False,LEFT,False,53330,52241,False,False,0,False,False,0.1380416686886845,False,False,1,0
73ba0e501a005971,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.1851099855807976,8.656180381774902,8.308758735656738,33.46453267884681,False,0.0,True,False,RIGHT,False,53330,52241,False,False,0,False,False,0.037405669751492315,False,False,1,0
484acea96ad3506a,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.865682520052204,8.701070785522461,7.991642475128174,33.17982189691888,False,0.0,True,False,RIGHT,False,53330,52241,False,False,0,False,False,0.05733857398002671,False,False,1,0
8625ec015e075c02,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,4.605552128942092,8.726179122924805,7.631589889526367,32.725211323656936,False,0.0,True,False,RIGHT,False,53330,52241,False,False,0,False,False,0.09859085154541342,False,False,1,0
03c50783a77551a2,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,5.3334609656124226,8.731252670288086,7.230538845062256,32.076365319308366,False,0.0,True,False,LEFT,False,53330,52241,False,False,0,False,False,0.1212841925492603,False,False,1,1
47f76d2da48f57ba,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,5.748981182648405,8.714027404785156,6.77728796005249,31.21560344448656,False,0.0,True,False,RIGHT,False,53330,52241,False,False,0,False,False,0.08483377272779925,False,False,1,1
a93fe1ec53155bf7,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,5.5205826135028655,8.68716049194336,6.25154972076416,30.134697033314243,False,0.0,False,,,False,52241,52241,True,False,0,False,False,0.06667941394786148,False,False,1,1
e241e150a9c157b8,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,4.704124670708892,8.630714416503906,5.635278701782227,28.78012562719767,False,0.0,False,,,False,52241,52241,True,False,0,False,False,0.12342859849612321,False,False,1,1
2e67ddf209365112,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.1080629321796684,8.532756805419922,4.983187198638916,27.164926196374704,False,0.0,False,,,False,52241,52241,True,False,0,False,False,0.19445883027698466,False,False,1,1
4aa06b58da9a56f8,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,0.48321869487613417,8.308758735656738,4.397459030151367,25.27804142264777,False,0.0,False,,,False,52241,52241,True,False,0,False,False,0.23987028764175639,False,False,1,1
404a7bf372cb5eac,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.7073793443560255,7.991642475128174,4.159191131591797,23.351312973381532,False,0.0,False,,,False,52241,53686,False,False,0,False,False,0.30667840667983953,False,False,0,0
87efb8cf52135247,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,52.78664811678707,4.397459030151367,3.9583826065063477,15.091370022051532,False,0.0,True,False,LEFT,True,52241,53686,False,False,0,False,False,0.12632673122368202,False,False,0,0
b7784f3cdf6b5991,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,54.60554833216692,4.159191131591797,4.162476539611816,15.059676657742983,False,0.0,True,False,LEFT,True,53686,53686,True,False,0,False,False,0.17377668933261592,False,False,0,0
d05f1fb1af98505d,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,53.1404891779973,4.044785022735596,4.377376556396484,15.210917696078265,False,0.0,True,False,LEFT,True,53686,53686,True,False,0,False,False,0.09914500019760356,False,False,0,0
918b6721bcf75d38,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,47.99782712463759,3.967482089996338,4.567410469055176,15.486252869883753,False,0.0,True,False,LEFT,True,53686,49322,False,False,0,False,False,0.030103511270395355,False,False,0,0
40688677dc5e5d16,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,40.84678060102318,3.9147088527679443,4.747611999511719,15.872137521799804,False,0.0,True,False,LEFT,False,53686,48814,False,False,0,False,False,0.12197279083691207,False,False,0,0
a0be9e4c6cc15ec7,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,33.54403908893184,3.851889133453369,4.905896186828613,16.36821103942174,False,0.0,True,False,LEFT,False,53686,48814,False,False,0,False,False,0.015678089332165385,False,False,0,0
d5bf13024f755ee4,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,26.34567768220162,3.782785177230835,5.043455600738525,16.983795019803047,False,0.0,True,False,LEFT,False,53686,48814,False,False,0,False,False,0.06522923974436097,False,False,0,0
13c76ba40a5e5987,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,19.38686171425108,3.804316997528076,5.144346237182617,17.641904523400385,False,0.0,True,False,LEFT,False,53686,48814,False,False,0,False,False,0.13978557377079487,False,False,0,0
863e343b2fe45cc1,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.7419615500790337,4.147699356079102,1.8643885850906372,11.775482475675723,False,0.0,False,,,False,48814,48814,True,False,2,False,False,0.14030829621029267,False,False,4,1
c6aec764d6d059e9,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.6574818286643276,3.9004995822906494,1.4838297367095947,10.630810023015904,False,0.0,False,,,False,48814,48814,True,False,2,False,False,0.15418115802497637,False,False,4,1
e0ae2ba5807f558a,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.4786630162275647,3.62760591506958,1.118998646736145,9.424625195655153,False,0.0,False,,,False,48814,48814,True,False,2,False,False,0.15257676007194432,False,False,4,1
c77dbdd287825d1a,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.269480527113027,3.3328490257263184,0.7910345792770386,8.19733400670188,False,0.0,False,,,False,48814,48814,True,False,1,False,False,0.14916733732578813,False,False,3,1
7f890846214d583a,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.0033697982068674,3.064821481704712,0.4983178675174713,6.94554935239081,False,0.0,False,,,False,48814,48814,True,False,1,False,False,0.1823976620753374,False,False,3,1
c2ddfc9b18815c97,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,2.654522424292107,2.803387403488159,0.2703865170478821,5.6969533535832415,False,0.0,False,,,False,48814,48814,True,False,1,False,False,0.14678040467232367,False,False,3,1
e52f4dccf26f55a8,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,2.275161355885913,2.5138492584228516,0.13054728507995605,4.495103720571124,False,0.0,False,,,False,48814,48814,True,False,1,False,False,0.16767443320286915,False,False,3,1
92729339932751f6,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,1.6860974661711097,2.2135369777679443,0.0351112075150013,3.392218573109063,False,0.0,False,,,False,48814,48814,True,False,1,False,False,0.17925337273659928,False,False,3,1
a5cde0f1dace5561,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,0.784817724627596,1.4838297367095947,0.0006705281557515264,1.6300655339338481,False,0.0,False,,,False,48814,48814,True,False,1,False,False,0.194791316562705,False,False,2,0
85c0017516e95fdc,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,3.905340765839001,0.07233598083257675,2.697209119796753,6.124355778203542,True,1.0,False,,,False,48814,48814,True,False,1,False,False,0.19884969502799885,False,False,2,2
2638cdfa752b5d7c,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,4.8548893862249045,0.3856036365032196,2.8967771530151367,7.36162462794849,True,0.5,False,,,False,48814,48814,True,False,1,False,False,0.21332715050018625,False,False,2,2
bf1db71f1cc35b98,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,5.788051113236804,0.7947385907173157,3.0409963130950928,8.46538040224406,False,0.0,False,,,False,48814,48814,True,False,1,False,False,0.1905723844836707,False,False,2,2
490f4995542058fc,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,6.752668314627596,1.2121620178222656,3.145648956298828,9.426668962986021,False,0.0,False,,,False,48814,48814,True,False,1,False,False,0.18927196821111808,False,False,2,2
7dac1567fa8d574c,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,7.848202576794976,1.5627567768096924,3.2460901737213135,10.252015632487481,False,0.0,False,,,False,48814,53227,False,False,0,False,False,0.18770052350266447,False,False,2,2
880d9918a2635d59,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,9.625610382285632,1.887569546699524,3.280445098876953,10.970476717134204,False,0.0,False,,,False,48814,49662,False,False,1,False,False,0.207240102776676,False,False,2,2
c68108211dfa57e0,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,12.277054458427447,2.1750731468200684,3.355851650238037,11.570212438696114,False,0.0,False,,,False,48814,49662,False,False,1,False,False,0.19494744049002483,False,False,2,2
48183678cb965e68,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,15.637832553396766,2.4416146278381348,3.4769484996795654,12.079219344359021,False,0.0,False,,,False,48814,49662,False,False,1,False,False,0.18061142038274436,False,False,3,3
cacf768cc27e5574,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,19.497261151861604,2.697209119796753,3.603048324584961,12.511161088805174,False,0.0,False,,,False,48814,49662,False,False,0,False,False,0.1877005681705028,False,False,2,2
07dd30b182de5fa5,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,25.072967106484633,2.8967771530151367,3.704928159713745,12.899615639892925,False,0.0,True,True,LEFT,False,48814,49662,False,False,0,False,False,0.11236606666075455,False,False,2,2
4faa4706a50958e2,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,43.14130944409212,3.2460901737213135,3.85758113861084,13.886014664981168,False,0.0,True,True,LEFT,False,53227,49662,False,False,0,False,False,0.16008469720630383,False,False,1,1
c18b1648f6045467,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,47.246480285269406,3.280445098876953,3.9288225173950195,14.18434840947085,False,0.0,True,True,LEFT,False,49662,49662,True,False,0,False,False,0.2532240398037377,False,False,1,1
a572393e361e5b6c,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,50.63231597563065,3.355851650238037,3.999951124191284,14.499252988831866,False,0.0,True,True,LEFT,False,49662,49662,True,False,0,False,False,0.3388054610094366,False,False,1,1
f3462625913a59c2,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,53.383865282337915,3.4769484996795654,4.075971603393555,14.792359649721464,False,0.0,True,True,LEFT,False,49662,49662,True,False,0,False,False,0.3319592272491097,False,False,1,1
5ebe40763ac05b5c,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,54.99891813005816,3.603048324584961,4.173038482666016,15.068415674543505,False,0.0,True,True,LEFT,False,49662,49662,True,False,0,False,False,0.29047699545670713,False,False,1,1
dc2279179bb25d08,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,52.993166992997836,3.704928159713745,4.306765556335449,15.332171538945364,False,0.0,True,True,LEFT,False,49662,49662,True,False,0,False,False,0.2476913700029393,False,False,1,1
5b707d3c85dd5ff0,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,47.14422861229428,3.7770862579345703,4.45244836807251,15.646248405430471,False,0.0,True,True,LEFT,False,49662,52568,False,False,0,False,False,0.18984793569350253,False,False,1,1
a5de46cebb7d5260,2021.10.06.08.16.17_veh-52_00032_00170,sg-one-north,40.029912680892494,3.811785936355591,4.588523864746094,16.022216199116475,False,0.0,True,True,LEFT,False,49662,52568,False,False,0,False,False,0.22698226044891243,False,False,1,1
0a21cbc65e5b514f,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.25260563959212207,8.036550521850586,4.51400899887085,26.494428821213845,False,0.0,False,,,False,47674,47674,True,False,0,False,False,0.48683308730592795,False,False,12,0
b7e61e7b15265bb9,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.17064960308862218,7.912718772888184,3.8290414810180664,24.614717049978417,False,0.0,False,,,False,47674,47674,True,False,0,False,False,0.40986677006593614,False,False,13,0
f874757c4b46591b,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.022770947386744317,7.782017707824707,3.275031089782715,22.456124601148247,False,0.0,False,,,False,47674,47674,True,False,0,False,False,0.3428956750062193,False,False,14,0
3a2616c871335ef4,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.1664063190234785,7.644533157348633,3.0839273929595947,20.201521032351256,False,0.0,False,,,False,47674,47674,True,False,0,False,False,0.32718595960081637,False,False,12,0
6f1be4d182475bc8,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,50.86191735986415,4.773901462554932,2.540024518966675,17.03461959598353,False,0.0,True,False,LEFT,True,47926,47205,False,False,0,False,False,0.6815419290337946,False,False,10,3
e5e1dbb69578517b,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,56.297932263939806,4.916148662567139,1.804477572441101,15.725350492750882,False,0.0,True,False,LEFT,True,47926,47205,False,False,0,False,False,0.722043653767633,False,False,11,3
737920796b595b0f,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,58.66101692769275,4.993494987487793,1.0588775873184204,13.950151040050883,False,0.0,True,False,LEFT,True,47926,47205,False,False,0,False,False,0.8329606683723249,False,False,11,2
e51779c52d7956bd,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,51.583612532881205,4.859528064727783,0.13241037726402283,9.440134396956672,False,0.0,True,False,LEFT,True,47205,47205,True,False,0,False,False,0.5397288383469048,False,False,11,2
230b5f3fb3f157fe,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,41.919380242103394,4.562249183654785,0.02875472418963909,7.177756086779647,False,0.0,True,False,LEFT,False,47205,47205,True,False,0,False,False,0.17554159146548773,False,False,12,3
6e778c30490d5f50,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,23.382671504221882,0.0005140576395206153,3.5073142051696777,4.240785259582894,True,2.5,True,False,LEFT,False,47205,47205,True,False,0,False,False,0.5347556785001204,False,False,12,2
e11091e5742d545b,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,25.93030759026559,0.0012129327515140176,4.162677764892578,6.14969422939652,True,2.0,True,False,LEFT,False,47205,47205,True,False,0,False,False,0.5351638860082899,False,False,12,2
f6c528f78bdf593c,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,25.9371896627811,0.03408185765147209,4.499948501586914,8.337955675300336,True,1.5,True,False,LEFT,False,47205,51175,False,False,0,False,False,0.5349184140405684,False,False,12,2
53834451cfa75fd0,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,25.81370875887264,0.04256794974207878,4.792172431945801,10.548423853307472,True,1.0,True,False,LEFT,False,47205,51175,False,False,0,False,False,0.5346185664708613,False,False,12,2
159ec1accaf55d3f,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,24.18181537958004,0.49493080377578735,5.069736480712891,12.8353586169778,True,0.5,True,False,LEFT,False,47205,51175,False,False,0,False,False,0.5310906708258859,False,False,12,2
69e3344606a55c73,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,19.121156987865703,1.1869755983352661,5.10428524017334,14.90257735782051,False,0.0,True,False,LEFT,False,47205,51175,False,False,0,False,False,0.45911781100087723,False,False,12,2
f5d8dc03a0555cdc,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,11.546877130611755,2.012051582336426,5.057281017303467,16.553089572913322,False,0.0,True,False,LEFT,False,47205,51175,False,False,0,False,False,0.32719395547520047,False,False,12,2
2dad1998a320527d,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.9597655741643702,5.86672830581665,3.0268819332122803,18.774608633655376,False,0.0,True,False,LEFT,False,52526,52526,True,False,0,False,False,0.6577496988885059,False,False,9,3
ecdc079932755e4e,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.8371191569171751,5.745898723602295,2.5820558071136475,17.29383085918612,False,0.0,True,False,LEFT,False,52526,48638,False,False,1,False,False,0.5530500804618477,False,False,12,4
938b4978b8da5a08,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.5477852148582355,5.588724136352539,2.2299766540527344,15.644945280959266,False,0.0,True,False,LEFT,False,52526,48638,False,False,1,False,False,0.4715497852617841,False,False,10,2
7178178922315ef7,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.3586124579510317,5.379950523376465,1.7966535091400146,13.967744294902438,False,0.0,True,False,LEFT,False,52526,48638,False,False,1,False,False,0.4391886887772558,False,False,9,2
ed105c47e38b55e4,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.25372164838888556,5.168961048126221,1.2235530614852905,12.14879397339455,False,0.0,True,False,LEFT,False,52526,48638,False,False,1,False,False,0.3963029214302735,False,False,10,3
a44bb178ec7d5c6a,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.2277378148511064,4.830692768096924,0.636824369430542,10.177648313378695,False,0.0,True,False,LEFT,False,52526,48638,False,False,1,False,False,0.34718645647169943,False,False,9,3
e2e83df1a791542b,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.26165709438735846,4.27135705947876,0.11194051802158356,8.139926732037203,False,0.0,True,False,LEFT,False,52526,48638,False,False,1,False,False,0.29272914314236353,False,False,8,2
1d7a96e116735b6c,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.3216606170647616,3.6470677852630615,0.05701017379760742,6.258591796046085,False,0.0,True,False,LEFT,False,52860,48638,False,False,1,False,False,0.26582275844650866,False,False,9,3
04e3f71d6bc15d1e,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.36632752136454655,3.0268819332122803,0.012671452946960926,4.721281769033148,False,0.0,True,False,LEFT,False,52526,48638,False,False,1,False,False,0.22493986651925768,False,False,8,3
a1d40a879acc5165,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.2503906595096917,2.5820558071136475,0.007766036782413721,3.397652215711218,False,0.0,False,,,False,48638,48638,True,False,1,False,False,0.20219071577863834,False,False,8,3
aefbf6f8b9fe5824,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.16536788803088237,2.2299766540527344,0.0059941657818853855,2.310307496415075,False,0.0,False,,,False,48638,48638,True,False,1,False,False,0.13399847118908892,False,False,8,3
bc8d053770cf5449,2021.08.30.13.45.25_veh-40_01116_01336,us-ma-boston,0.07242703894530632,1.7966535091400146,0.0027048191986978054,1.3591451612073049,False,0.0,False,,,False,48638,48638,True,False,1,False,False,0.13102017007856762,False,False,7,2
