,token,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score,valid
46,095042ae1f985c39,1.0,1.0,0.626000676390992,1.0,,,0.8441669484962467,True
47,09a004a6ded55f7e,1.0,1.0,0.8711950738762729,1.0,,,0.9463312807817804,True
48,09be81c492625fd5,1.0,1.0,0.8322930634786644,1.0,,,0.9301221097827769,True
49,09e2eda76fde54ae,1.0,1.0,1.0,1.0,,,1.0,True
50,0a51eb8adf8e5391,1.0,1.0,0.8715320150053891,1.0,,,0.9464716729189121,True
51,0a51eebaccc95c36,1.0,1.0,0.87498193153757,1.0,,,0.9479091381406541,True
52,0a649534cf715ba2,1.0,1.0,0.5983939895890306,1.0,,,0.8326641623287627,True
53,0b0a419d29cf5e9a,1.0,1.0,0.7481991714598775,1.0,,,0.8950829881082822,True
54,0b177a1d821055ea,1.0,1.0,0.8929548516186177,1.0,,,0.9553978548410907,True
55,0c0044f312655c94,1.0,1.0,0.7432586287794452,1.0,,,0.893024428658102,True
56,0c3c5692dcdd5bdc,1.0,1.0,0.8745859515033233,1.0,,,0.9477441464597179,True
57,0c6772102cc550ef,1.0,1.0,1.0,1.0,,,1.0,True
58,0d7f280bf979592b,1.0,1.0,0.5891502302103178,1.0,,,0.8288125959209657,True
59,0d857e82084e56be,1.0,1.0,0.7148073437741258,1.0,,,0.8811697265725525,True
60,0d8610ae20005e45,1.0,1.0,0.9445894432819553,1.0,,,0.9769122680341481,True
61,0d93c2f3442752d9,1.0,1.0,0.8876771898516725,1.0,,,0.9531988291048635,True
62,0da11f45cc1b51ac,1.0,1.0,1.0,1.0,,,1.0,True
63,0ddc071278375700,1.0,1.0,0.7315084208988615,1.0,,,0.888128508707859,True
64,0e08da5fbc735956,1.0,1.0,0.5552004181080648,1.0,,,0.8146668408783603,True
65,0e5653822a7a56b3,1.0,1.0,0.8726039437777012,1.0,,,0.9469183099073755,True
66,0e7f7322726f5b86,1.0,1.0,1.0,1.0,,,1.0,True
67,0f6aef2cc48d5621,1.0,1.0,0.8094026871866784,1.0,,,0.9205844529944494,True
68,0f8e3ba3d90958d1,1.0,1.0,0.9607863479615613,1.0,,,0.9836609783173172,True
69,0f9e883357585ec4,1.0,1.0,1.0,1.0,,,1.0,True
70,103ac69be43f55b5,1.0,1.0,0.8299688944034138,1.0,,,0.9291537060014224,True
71,107e89e927fa571a,1.0,1.0,0.8587431499575837,1.0,,,0.9411429791489931,True
72,1090e431ffef512f,1.0,1.0,0.865891083397421,1.0,,,0.9441212847489254,True
73,11182f26946650bd,1.0,1.0,0.5883654272899664,1.0,,,0.8284855947041527,True
74,114a946faf305345,1.0,1.0,0.798210005620766,1.0,,,0.9159208356753191,True
75,1175b3b9d27252ef,1.0,1.0,1.0,1.0,,,1.0,True
76,118fa9fa499e5670,1.0,1.0,0.8768500894671464,1.0,,,0.9486875372779776,True
77,1198cf572c315f9c,1.0,1.0,1.0,1.0,,,1.0,True
78,11bf2d4580ab5bc2,1.0,1.0,0.927238040098111,1.0,,,0.9696825167075462,True
79,11cadec88a8e547d,1.0,1.0,0.7321832735811182,1.0,,,0.8884096973254659,True
80,129c4e6b058a5f6d,1.0,1.0,0.8677342465944026,1.0,,,0.9448892694143344,True
81,12b32c24d2cf5309,1.0,1.0,1.0,1.0,,,1.0,True
82,131ab0263b07507c,1.0,1.0,1.0,1.0,,,1.0,True
83,132ea05c88d355ca,1.0,1.0,0.817322735088968,1.0,,,0.9238844729537368,True
84,134b10cfe7e753e6,1.0,1.0,0.731986777103995,1.0,,,0.8883278237933312,True
85,13b9787d163b5072,1.0,1.0,0.5150404982323379,1.0,,,0.7979335409301408,True
86,13c555e68671524f,1.0,1.0,0.6701330349093618,1.0,,,0.862555431212234,True
87,13cbee7dbb4853ec,1.0,1.0,1.0,1.0,,,1.0,True
88,13da814cde3a525b,1.0,1.0,0.9491157301529695,1.0,,,0.9787982208970707,True
89,141d6f95ecf059c4,1.0,1.0,0.5739621202721588,1.0,,,0.8224842167800661,True
90,1423dcf83efa5241,1.0,1.0,0.7065545421039348,1.0,,,0.8777310592099727,True
91,14d9640a8b9d5d7d,1.0,1.0,0.8836478939174782,1.0,,,0.9515199557989492,True
92,150bfebecc525d57,1.0,1.0,1.0,1.0,,,1.0,True
93,154d0d1b363f5501,1.0,1.0,1.0,1.0,,,1.0,True
94,159972aee8265c33,1.0,1.0,1.0,1.0,,,1.0,True
95,16069af36de45703,1.0,1.0,0.6166773130000246,1.0,,,0.8402822137500102,True
96,166d08e80654527d,1.0,1.0,1.0,1.0,,,1.0,True
97,169ccb03f27e589d,1.0,1.0,1.0,1.0,,,1.0,True
98,16a2c04634ab5112,1.0,1.0,1.0,1.0,,,1.0,True
99,16ee6602bb5c5e99,1.0,1.0,1.0,1.0,,,1.0,True
100,17aa66edae0e5214,1.0,1.0,0.5739772754379548,1.0,,,0.8224905314324812,True
101,17c882b28a195c3d,1.0,1.0,0.8008886954003439,1.0,,,0.9170369564168098,True
102,17d8604b0bc65ce5,1.0,1.0,1.0,1.0,,,1.0,True
103,1814002af9f253c6,1.0,1.0,1.0,1.0,,,1.0,True
104,1834f4fb0ca15b93,1.0,1.0,0.5839991064766828,1.0,,,0.8266662943652845,True
105,19611832f7595b10,1.0,1.0,1.0,1.0,,,1.0,True
106,19efcf474dd85579,1.0,1.0,0.9341157834770216,1.0,,,0.9725482431154256,True
107,19f3e77fcd3353c5,1.0,1.0,0.8883538328327248,1.0,,,0.953480763680302,True
108,1a1f73871bea5afa,1.0,1.0,0.7382318356999943,1.0,,,0.8909299315416642,True
109,1a3c8066b86857b5,1.0,1.0,0.9806076221074109,1.0,,,0.9919198425447545,True
110,1a4d88c3ccc6586d,1.0,1.0,0.9103205251007085,1.0,,,0.9626335521252951,True
111,1a6595a6c7cb5531,1.0,1.0,0.7274955516666457,1.0,,,0.8864564798611024,True
112,1b2bf4aef1465325,1.0,1.0,0.5503854421541619,1.0,,,0.8126606008975674,True
113,1b613bcca44b5b29,1.0,1.0,0.6965834019471795,1.0,,,0.8735764174779915,True
114,1b6ca45027e3531c,1.0,1.0,0.7853422984487151,1.0,,,0.9105592910202979,True
115,1baf6c7677a95a6a,1.0,1.0,0.5249048468082255,1.0,,,0.8020436861700939,True
116,1bddf6b0b25e5de4,1.0,1.0,1.0,1.0,,,1.0,True
117,1bdfacbfcff75c27,1.0,1.0,0.8555456373588524,1.0,,,0.9398106822328551,True
118,1be3fd906c435f85,1.0,1.0,0.8741354682005948,1.0,,,0.9475564450835812,True
119,1c044069a36c5d4b,1.0,1.0,1.0,1.0,,,1.0,True
120,1c064ec24fa15900,1.0,1.0,0.8732508768551727,1.0,,,0.9471878653563218,True
121,1c7ccdd40a3f505a,1.0,1.0,1.0,1.0,,,1.0,True
122,1ce94ab175d8507a,1.0,1.0,1.0,1.0,,,1.0,True
123,1cff6bb966075bc7,1.0,1.0,1.0,1.0,,,1.0,True
124,1d16c78634695b4a,1.0,1.0,0.9733459753806171,1.0,,,0.9888941564085906,True
125,1d1dde59c417522f,1.0,1.0,0.8462975049255878,1.0,,,0.9359572937189949,True
126,1dd4683469e457c5,1.0,1.0,1.0,1.0,,,1.0,True
127,1e92a7ac3d645cdd,1.0,1.0,0.8115427507059783,1.0,,,0.9214761461274911,True
128,1ea152f7056659a9,1.0,1.0,0.7088870075147163,1.0,,,0.8787029197977985,True
129,1fbea664b0805a19,1.0,1.0,0.6180076035165383,1.0,,,0.8408365014652244,True
130,205cce163e5a5b46,1.0,1.0,1.0,1.0,,,1.0,True
131,2073f76964735ff7,1.0,1.0,0.8694078142733924,1.0,,,0.94558658928058,True
132,210a1c9ce3725a53,1.0,1.0,0.930696550663043,1.0,,,0.9711235627762679,True
133,21b36975c4f75e9a,1.0,1.0,0.890874815525313,1.0,,,0.954531173135547,True
134,21d6b11a81755b6d,1.0,1.0,0.8365125200673363,1.0,,,0.9318802166947234,True
135,21dbc361352b5dbd,1.0,1.0,0.7862472705369198,1.0,,,0.9109363627237167,True
136,223a8f20abb752e9,1.0,1.0,1.0,1.0,,,1.0,True
137,2258bd346b3f5376,1.0,1.0,0.8210727264509037,1.0,,,0.9254469693545433,True
138,227d62f5dfd95624,1.0,1.0,1.0,1.0,,,1.0,True
139,22dde440a0c35d31,1.0,1.0,0.7379596517544066,1.0,,,0.8908165215643361,True
140,2352a994954555ba,1.0,1.0,1.0,1.0,,,1.0,True
141,2376e90f1bf85c50,1.0,1.0,0.9223370352602642,1.0,,,0.9676404313584435,True
142,2381f042c0855f20,1.0,1.0,0.9618739400370212,1.0,,,0.9841141416820921,True
143,2391f12d7e6a5e7f,1.0,1.0,0.5213905499200776,1.0,,,0.8005793958000323,True
144,239d0568fc2250df,1.0,1.0,0.9666794965082147,1.0,,,0.9861164568784228,True
145,23ad4e776c025531,1.0,1.0,0.9800225868200007,1.0,,,0.991676077841667,True
146,2497e961a13e50f8,1.0,1.0,0.7895692588671709,1.0,,,0.9123205245279878,True
147,24e453c47f635ae2,1.0,1.0,0.7518980033510257,1.0,,,0.8966241680629273,True
148,255be1c4910b506e,1.0,1.0,0.7761261697334192,1.0,,,0.9067192373889247,True
149,2595e56a8af75a60,1.0,1.0,1.0,1.0,,,1.0,True
150,25aab48e050659be,1.0,1.0,0.8810244401333615,1.0,,,0.9504268500555672,True
151,25e5bbbced86504c,1.0,1.0,0.7276781351310875,1.0,,,0.8865325563046197,True
152,268ab283b4a95126,1.0,1.0,0.9317521012410902,1.0,,,0.9715633755171208,True
153,2695738230ce5ad0,1.0,1.0,1.0,1.0,,,1.0,True
154,26b5e3878f2250ac,1.0,1.0,1.0,1.0,,,1.0,True
155,26ba80ad72205a03,1.0,1.0,0.994584231277278,1.0,,,0.997743429698866,True
156,26de9e2da40c5b0c,1.0,1.0,0.6919834159719037,1.0,,,0.8716597566549599,True
157,26ffff4876f75eed,1.0,1.0,1.0,1.0,,,1.0,True
158,2731fa425acf52f4,1.0,1.0,1.0,1.0,,,1.0,True
159,277758d55617567b,1.0,1.0,0.6941766762091734,1.0,,,0.8725736150871556,True
160,278885f077d65d53,1.0,1.0,0.5408321694574879,1.0,,,0.8086800706072866,True
161,27b8eae78cf05c1e,1.0,1.0,0.7418347137520264,1.0,,,0.892431130730011,True
162,28345af8c4505291,1.0,1.0,0.9002976991862405,1.0,,,0.9584573746609335,True
163,289a58bd2ab6512b,1.0,1.0,0.7807648716574999,1.0,,,0.9086520298572917,True
164,28a0cdbbc1e55291,1.0,1.0,0.7839679866954644,1.0,,,0.9099866611231101,True
165,28cd9541bc35593f,1.0,1.0,0.6366405197733926,1.0,,,0.8486002165722469,True
166,28ef9307f6035143,1.0,1.0,0.5815233931333215,1.0,,,0.825634747138884,True
167,28f3ee6207ae50d6,1.0,1.0,0.8969490356590654,1.0,,,0.9570620981912773,True
168,290091fca02b5939,1.0,1.0,1.0,1.0,,,1.0,True
169,29213c31b5895c5f,1.0,1.0,0.7566260754385906,1.0,,,0.8985941980994129,True
170,29a13686ed375688,1.0,1.0,0.8846637310384748,1.0,,,0.9519432212660313,True
171,29c5f96fb4e95d3a,1.0,1.0,0.9040296781062863,1.0,,,0.9600123658776193,True
172,29d3fc42d08d57d2,1.0,1.0,1.0,1.0,,,1.0,True
173,29e7ffa0ba1f589b,1.0,1.0,1.0,1.0,,,1.0,True
174,2a04d84433e6576f,1.0,1.0,0.9280210231248819,1.0,,,0.9700087596353675,True
175,2a3ab48ae28f5e90,1.0,1.0,1.0,1.0,,,1.0,True
176,2a48beb84af65349,1.0,1.0,0.5633137375272281,1.0,,,0.818047390636345,True
177,2a799223058c5ed7,1.0,1.0,0.8928973549615175,1.0,,,0.9553738979006322,True
178,2a7b12a784c351c3,1.0,1.0,0.5367064596081408,1.0,,,0.8069610248367253,True
179,2ad650691b5d58f0,1.0,1.0,0.9102619525025031,1.0,,,0.9626091468760429,True
180,2b610cc56f635751,1.0,1.0,0.9166467193833064,1.0,,,0.965269466409711,True
181,2b7bf25209dd5705,1.0,1.0,0.8835357109036844,1.0,,,0.9514732128765351,True
182,2c0f41d407295efa,1.0,1.0,0.5804482858332948,1.0,,,0.8251867857638727,True
183,2c9ad43fb0cd5394,1.0,1.0,0.6308920088149463,1.0,,,0.8462050036728943,True
184,2cc421e9b3fd5c17,1.0,1.0,0.9816608478491736,1.0,,,0.9923586866038224,True
185,2cc43d98cfa55ab6,1.0,1.0,1.0,1.0,,,1.0,True
186,2ccebcdb0da25be5,1.0,1.0,1.0,1.0,,,1.0,True
187,2da6f8c86c135473,1.0,1.0,0.828435777197075,1.0,,,0.9285149071654479,True
188,2dbaea2c3ad8531f,1.0,1.0,0.9526168031285611,1.0,,,0.9802570013035671,True
189,2e6e8eebd05f5da2,1.0,1.0,0.7945712415433343,1.0,,,0.9144046839763892,True
190,2e8d3c1cd8b15c97,1.0,1.0,0.7728900472147873,1.0,,,0.9053708530061613,True
191,2ee2b26e0f20509d,1.0,1.0,0.7886041696135676,1.0,,,0.9119184040056533,True
192,2ee44628526e524c,1.0,1.0,0.8163146635534937,1.0,,,0.923464443147289,True
193,2fd7f2b6eaae5d04,1.0,1.0,0.9971416517238468,1.0,,,0.9988090215516028,True
194,300226e9649b51fd,1.0,1.0,0.9672727915032332,1.0,,,0.9863636631263472,True
195,303d9d8e1bbf5053,1.0,1.0,1.0,1.0,,,1.0,True
196,303e7dd5717f54cd,1.0,1.0,1.0,1.0,,,1.0,True
197,305eb53245715f7e,1.0,1.0,0.6774520551492238,1.0,,,0.8656050229788432,True
198,308908fd6d9a5631,1.0,1.0,0.7956336932728671,1.0,,,0.9148473721970279,True
199,310ef687176e5160,1.0,1.0,1.0,1.0,,,1.0,True
200,313a7a6feb1c5490,1.0,1.0,0.7855548091270655,1.0,,,0.9106478371362773,True
201,3216cf4d7e975148,1.0,1.0,0.6815304963437153,1.0,,,0.8673043734765481,True
202,322023693f1f5f55,1.0,1.0,1.0,1.0,,,1.0,True
203,324cb0d226a45b91,1.0,1.0,0.7107485355003441,1.0,,,0.8794785564584767,True
204,326760711b775740,1.0,1.0,0.998344287359207,1.0,,,0.9993101197330029,True
205,326bf8cbf6375f03,1.0,1.0,0.9598102168824194,1.0,,,0.9832542570343414,True
206,33a43f22312c570d,1.0,1.0,0.6524764886384465,1.0,,,0.8551985369326861,True
207,33a4b3a5822e52db,1.0,1.0,1.0,1.0,,,1.0,True
208,349606982fb252ae,1.0,1.0,1.0,1.0,,,1.0,True
209,34ac200e359653b5,1.0,1.0,0.9452485068538714,1.0,,,0.9771868778557797,True
210,34b812e4de1a536b,1.0,1.0,0.9515929293158408,1.0,,,0.9798303872149337,True
211,34cc387cf0335f28,1.0,1.0,0.887286967933394,1.0,,,0.9530362366389141,True
212,3502b30911d75ed8,1.0,1.0,0.5836015967260472,1.0,,,0.8265006653025196,True
213,35234d714b5d5da9,1.0,1.0,0.7535650186085777,1.0,,,0.8973187577535741,True
214,35b108769e3c5d33,1.0,1.0,0.9672674664326518,1.0,,,0.9863614443469383,True
215,36037c6abc0558dc,1.0,1.0,1.0,1.0,,,1.0,True
216,3623f8c74e7a5d1d,1.0,1.0,1.0,1.0,,,1.0,True
217,365c0937de9d5885,1.0,1.0,0.9880895500354553,1.0,,,0.9950373125147731,True
218,36899d67473c5c91,1.0,1.0,0.6972300612592811,1.0,,,0.8738458588580338,True
219,36a10b24956c5db7,1.0,1.0,0.7791937313797516,1.0,,,0.9079973880748965,True
220,36ee69ae43b85587,1.0,1.0,1.0,1.0,,,1.0,True
221,36f34c9e02a15801,1.0,1.0,1.0,1.0,,,1.0,True
222,3721b675d426567c,1.0,1.0,1.0,1.0,,,1.0,True
223,3756dc24f9e65fd7,1.0,1.0,0.9505009217987352,1.0,,,0.9793753840828062,True
224,3770407dcc67520c,1.0,1.0,0.7535581734581669,1.0,,,0.8973159056075696,True
225,378f82a326bd5875,1.0,1.0,0.7526333987805359,1.0,,,0.8969305828252233,True
226,37b96c1d86665204,1.0,1.0,0.8297809391621862,1.0,,,0.9290753913175775,True
227,37c15bc4d99a5365,1.0,1.0,0.775695565710306,1.0,,,0.9065398190459608,True
228,37e2bc0cb5a053a5,1.0,1.0,0.9281247734642509,1.0,,,0.9700519889434379,True
229,380ae43ebd795e88,1.0,1.0,0.9257504793666218,1.0,,,0.9690626997360924,True
230,3838eb184c9d5989,1.0,1.0,0.6546627610255763,1.0,,,0.8561094837606568,True
231,38a5d409f1095059,1.0,1.0,1.0,1.0,,,1.0,True
232,38aff0f1a2f357f6,1.0,1.0,0.9826141154176717,1.0,,,0.9927558814240299,True
233,38d4aa43f5f25eeb,1.0,1.0,1.0,1.0,,,1.0,True
234,38ecbc57db7e561c,1.0,1.0,0.8317840968712691,1.0,,,0.9299100403630288,True
235,38f1e14586bd51e3,1.0,1.0,0.8416979526817636,1.0,,,0.9340408136174014,True
236,39a769c19105586e,1.0,1.0,0.6526251518575271,1.0,,,0.8552604799406364,True
237,39fd7cb73aa259db,1.0,1.0,1.0,1.0,,,1.0,True
238,3a79314b89305c5b,1.0,1.0,1.0,1.0,,,1.0,True
239,3a7fa6d4bfb65f4b,1.0,1.0,1.0,1.0,,,1.0,True
240,3aa8e5d80d5d5d9b,1.0,1.0,0.7845590306136335,1.0,,,0.9102329294223473,True
241,3af1019a97d959fa,1.0,1.0,1.0,1.0,,,1.0,True
242,3af98cdf0bc35f44,1.0,1.0,0.5910166135787621,1.0,,,0.8295902556578175,True
243,3af9cb4d21e15e9e,1.0,1.0,0.7316644195034644,1.0,,,0.8881935081264435,True
244,3b3e36e9d816563c,1.0,1.0,1.0,1.0,,,1.0,True
245,3b5422b60c4f5c4b,1.0,1.0,1.0,1.0,,,1.0,True
246,3baa70a146f055d2,1.0,1.0,0.86515496258325,1.0,,,0.9438145677430209,True
247,3bc4c087ab1a50a3,1.0,1.0,0.576396948597734,1.0,,,0.8234987285823893,True
248,3c24bf88e9b150dd,1.0,1.0,0.9944672310558941,1.0,,,0.9976946796066226,True
249,3c3991ec8d7a5507,1.0,1.0,0.7678139067294767,1.0,,,0.9032557944706152,True
250,3c3cc389d4ee512b,1.0,1.0,0.6069461649972058,1.0,,,0.8362275687488357,True
251,3c462254687e5ef8,1.0,1.0,0.9287365693253238,1.0,,,0.9703069038855515,True
252,3c93ac00b682563d,1.0,1.0,0.6451262242459131,1.0,,,0.8521359267691304,True
253,3c93f87b0bb0561d,1.0,1.0,1.0,1.0,,,1.0,True
254,3cbb6c030b1e5d19,1.0,1.0,0.8952821356986886,1.0,,,0.9563675565411204,True
255,3cc3567e89f95e0a,1.0,1.0,0.7913009834064395,1.0,,,0.9130420764193499,True
256,3ce3c32cb4655d3d,1.0,1.0,1.0,1.0,,,1.0,True
257,3d325eb7d07c587f,1.0,1.0,0.5305522818805051,1.0,,,0.8043967841168772,True
258,3d37ed78124057a1,1.0,1.0,0.6395087848793983,1.0,,,0.8497953270330827,True
259,3e1e7bc23c515108,1.0,1.0,1.0,1.0,,,1.0,True
260,3e4c9c9e67545b03,1.0,1.0,0.637933211902495,1.0,,,0.8491388382927063,True
261,3e634fa2ea715bb1,1.0,1.0,1.0,1.0,,,1.0,True
262,3f188244418552d9,1.0,1.0,0.7279056028390126,1.0,,,0.8866273345162553,True
263,3f31d5d096f957c9,1.0,1.0,0.5044594123061192,1.0,,,0.7935247551275496,True
264,3fb1b622b5e155cc,1.0,1.0,1.0,1.0,,,1.0,True
265,3fdefe546f3159fd,1.0,1.0,1.0,1.0,,,1.0,True
266,406f8b299de35ce2,1.0,1.0,0.6680558425426582,1.0,,,0.8616899343927743,True
267,409711b03072566a,1.0,1.0,0.7035582133801481,1.0,,,0.8764825889083951,True
268,40c083a3c4ff5b45,1.0,1.0,0.7680853799943572,1.0,,,0.903368908330982,True
269,4167ff5049555a2f,1.0,1.0,0.9696477092007343,1.0,,,0.9873532121669726,True
270,41d49aa70484596d,1.0,1.0,0.6621606496111463,1.0,,,0.8592336040046442,True
271,41da8ea7c14754d2,1.0,1.0,1.0,1.0,,,1.0,True
272,41f275bfd30e514a,1.0,1.0,0.9611141172880656,1.0,,,0.9837975488700273,True
273,420d59a27cb053ae,1.0,1.0,0.8922835325723084,1.0,,,0.9551181385717952,True
274,428532e023bc5783,1.0,1.0,0.7915450781435561,1.0,,,0.913143782559815,True
275,43162b00fe4550b8,1.0,1.0,1.0,1.0,,,1.0,True
276,43493f9be4735732,1.0,1.0,1.0,1.0,,,1.0,True
277,435298980d7e5fb1,1.0,1.0,0.8238625592698147,1.0,,,0.9266093996957562,True
278,436728a1202a5ae6,1.0,1.0,0.7759209132078386,1.0,,,0.9066337138365994,True
279,4376d00ed2245c21,1.0,1.0,0.6223469363835492,1.0,,,0.8426445568264788,True
280,4379fb75ac085d26,1.0,1.0,0.7796223717848655,1.0,,,0.9081759882436939,True
281,43a759f57b1d51e4,1.0,1.0,0.833542231910622,1.0,,,0.9306425966294259,True
282,43c3a96bede25b1c,1.0,1.0,0.7557498677007873,1.0,,,0.8982291115419948,True
283,43c9ac6f2bf95da0,1.0,1.0,1.0,1.0,,,1.0,True
284,4417a92b5b1956b8,1.0,1.0,0.9323036264711609,1.0,,,0.9717931776963171,True
285,442b2cf63c6f570a,1.0,1.0,0.6833682033978479,1.0,,,0.8680700847491032,True
286,446dbb38653a51a8,1.0,1.0,0.9728006433346876,1.0,,,0.9886669347227866,True
287,448808123f695637,1.0,1.0,1.0,1.0,,,1.0,True
288,44e882ff27ec5566,1.0,1.0,0.9439581752386849,1.0,,,0.9766492396827854,True
289,458e833803315b4f,1.0,1.0,0.6080142525636408,1.0,,,0.8366726052348503,True
290,45b4f09799295069,1.0,1.0,1.0,1.0,,,1.0,True
291,45d416b638f95a9c,1.0,1.0,0.8809016357540307,1.0,,,0.9503756815641795,True
292,4646c3058d13526c,1.0,1.0,0.7031081062198193,1.0,,,0.8762950442582581,True
293,467a4f14137a5910,1.0,1.0,0.7126903986028844,1.0,,,0.8802876660845351,True
294,469dfe790903577a,1.0,1.0,0.8854999588790093,1.0,,,0.9522916495329206,True
295,46a90143da335a9a,1.0,1.0,0.576477870291003,1.0,,,0.8235324459545845,True
296,47359dd210e254ea,1.0,1.0,1.0,1.0,,,1.0,True
297,476ad53b78325ef2,1.0,1.0,0.5442256031805319,1.0,,,0.8100940013252217,True
298,47af60921ec65144,1.0,1.0,0.9012659911365367,1.0,,,0.9588608296402237,True
299,47bf6a2499af5368,1.0,1.0,1.0,1.0,,,1.0,True
300,47c92818d9005eea,1.0,1.0,1.0,1.0,,,1.0,True
301,47e0ff3bc36a5f69,1.0,1.0,0.6048046317296479,1.0,,,0.8353352632206866,True
302,47f29dad0bec52d2,1.0,1.0,0.6910237142334387,1.0,,,0.8712598809305995,True
303,483042d5dc175e99,1.0,1.0,0.9205385571705662,1.0,,,0.966891065487736,True
304,4885d99d4c3959b8,1.0,1.0,0.8082135702785925,1.0,,,0.9200889876160803,True
305,48ba976afe6a59c8,1.0,1.0,0.5986803917977825,1.0,,,0.8327834965824094,True
306,48f9e483baaf58a0,1.0,1.0,0.5404382603364938,1.0,,,0.8085159418068724,True
307,491a9b7a44225a75,1.0,1.0,1.0,1.0,,,1.0,True
308,49a0d29c7058501c,1.0,1.0,0.7616866537381353,1.0,,,0.9007027723908897,True
309,49d0c7d110f15c0e,1.0,1.0,0.7338632042304535,1.0,,,0.8891096684293557,True
310,49d613966f25569b,1.0,1.0,0.9553119563735588,1.0,,,0.9813799818223162,True
