token,log_name,subset,heading_change_deg,connector_turn_type,ego_speed_t0,expert_stopped_t0,n_moving_vehicles_30m,lane_change,reentry_from_stop,near_pudo_t0,lateral_offset_t0,label_is_target_scene,label_note
c40e41ba1a285e0d,2021.06.28.18.03.27_veh-14_00620_01581,merging,25.768319755704976,,1.8001785278320312,False,1,True,False,False,1.8160674479268857,,
fb1c9ac223bf5bbe,2021.06.28.18.03.27_veh-14_00620_01581,merging,34.42772112093084,LEFT,3.827761888504028,False,3,True,False,False,0.8944341087334501,,
c0d51ca7b8af5414,2021.08.30.13.45.25_veh-40_00878_01104,merging,12.45604594611306,,6.465470790863037,False,2,True,False,False,0.1787442352090217,,
8615a4df3a525ccc,2021.06.03.12.02.06_veh-35_00233_00609,merging,0.6650021347271433,STRAIGHT,9.498927116394045,False,6,True,False,False,0.2439860432544076,,
83fd1c194c0c5441,2021.05.25.14.16.10_veh-35_00083_00485,merging,6.26651036878792,,5.229028701782227,False,6,True,False,False,1.564777748048395,,
d546193a3a28587f,2021.06.28.16.57.59_veh-26_00016_00484,merging,37.30628835311709,LEFT,5.681933879852295,False,5,True,False,False,0.1836228505811882,,
1e92a7ac3d645cdd,2021.06.28.16.29.11_veh-38_03263_03766,merging,0.0579918686030374,STRAIGHT,6.112410545349121,False,4,True,False,False,0.0214266761738542,,
86c5b7af4b47513d,2021.09.16.19.12.04_veh-42_01221_01380,merging,11.989303739958116,,0.0014343771617859,True,2,False,True,False,3.1101594020084087,,
1090e431ffef512f,2021.05.25.14.24.08_veh-25_00934_01067,merging,3.73874925372095,STRAIGHT,11.64305591583252,False,3,True,False,False,0.273211103267971,,
5517642e588e59d0,2021.06.28.18.03.27_veh-14_00620_01581,merging,18.935421412053127,,2.3330655097961426,False,1,True,False,False,1.033831817708307,,
4d4ed59397825822,2021.06.03.13.55.17_veh-35_02866_03582,merging,18.902842599722277,LEFT,1.7485023736953735,False,5,True,False,False,0.2242764396977004,,
68ece717ce6553e7,2021.05.25.14.24.08_veh-25_04059_04203,unprotected_crossing,0.8688724112253796,STRAIGHT,0.0660903230309486,True,3,False,False,False,0.2668698227093443,,
a1ff2db262ab5db7,2021.06.28.21.16.05_veh-14_00957_01198,unprotected_crossing,16.68579132612991,RIGHT,0.0095673175528645,True,2,False,False,False,0.1593504001119864,,
85ab290d4e535060,2021.09.16.19.27.01_veh-45_01749_03230,unprotected_crossing,0.5651640031589041,LEFT,0.062525562942028,True,5,False,False,False,0.169278204192806,,
d44e6abed19b5ba5,2021.05.25.14.16.10_veh-35_01100_01664,unprotected_crossing,0.378944827727727,STRAIGHT,0.0585237219929695,True,8,False,False,False,0.1262145787023148,,
26ffff4876f75eed,2021.09.16.17.40.09_veh-45_02539_02745,unprotected_crossing,17.567564644483593,RIGHT,0.0725721269845962,True,1,False,False,False,0.3429694109189002,,
dc8fc926ef0451f1,2021.05.25.14.16.10_veh-35_01690_02183,unprotected_crossing,2.264948662967932,LEFT,0.0005166795453988,True,1,False,False,False,0.0661930120937198,,
8390620a5e745bfa,2021.06.28.18.03.27_veh-14_00620_01581,unprotected_crossing,1.6994651092961666,STRAIGHT,0.3819013833999634,True,3,False,False,False,0.3124113651295112,,
9e1761b29988514c,2021.06.28.18.03.27_veh-14_00620_01581,unprotected_crossing,5.55435691779677,RIGHT,0.1272499114274978,True,3,False,False,False,0.3221359016623196,,
b09d0393d8095685,2021.09.29.18.19.40_veh-28_00438_00833,unprotected_crossing,0.1118869603622728,LEFT,0.0914998427033424,True,3,False,False,False,0.2009152441054716,,
f638ae3f35d25d55,2021.09.29.18.19.40_veh-28_00438_00833,unprotected_crossing,0.296040638580647,RIGHT,0.0549239963293075,True,6,False,False,False,0.3281812123946026,,
83d03e995ce55e9b,2021.09.16.19.49.00_veh-42_00990_01609,unprotected_crossing,27.170103660928948,RIGHT,0.0041944272816181,True,5,False,False,False,0.7945675214761858,,
b6a62a2356885962,2021.06.03.13.55.17_veh-35_02866_03582,unprotected_crossing,0.1596016838984295,STRAIGHT,0.3209220468997955,True,6,False,False,False,0.272644733386613,,
9fe07284cb3f5e0a,2021.09.29.18.19.40_veh-28_00438_00833,unprotected_crossing,0.2135141376147273,LEFT,0.3794532120227813,True,3,False,False,False,0.1973933438003097,,
2e8d3c1cd8b15c97,2021.05.25.15.59.03_veh-30_04027_04200,unprotected_crossing,0.0362577074175791,STRAIGHT,0.0053663430735468,True,1,False,False,False,0.1168917793843796,,
64bb182ef4035065,2021.09.16.19.12.04_veh-42_01438_01677,unprotected_crossing,1.501937181379994,RIGHT,0.4262640476226806,True,1,False,False,False,0.3091153961814897,,
db5d96563dcb5427,2021.09.16.19.27.01_veh-45_01749_03230,unprotected_crossing,4.281879153365928,STRAIGHT,0.0355324633419513,True,5,False,False,False,0.5636047360433856,,
310ef687176e5160,2021.06.28.20.24.43_veh-38_03385_04952,unprotected_crossing,0.6150405833387586,RIGHT,0.2787045240402221,True,9,False,False,False,0.2671870070838279,,
017514eaeeef5716,2021.09.16.19.49.00_veh-42_00990_01609,unprotected_crossing,1.7621956659124232,RIGHT,0.1545739322900772,True,2,False,False,False,0.6861609719944876,,
5f70e91ff9d250f5,2021.09.16.16.20.27_veh-08_02435_02525,unprotected_crossing,22.12299448924336,LEFT,0.3609405159950256,True,2,False,False,False,0.2046360375348037,,
ec8a3deaeb1a53ac,2021.05.25.14.24.08_veh-25_04059_04203,unprotected_crossing,0.3911960130223079,STRAIGHT,0.0093611553311347,True,3,False,False,False,0.2687841299951358,,
